anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,07101,1579020,SUD,PUGLIA,Foggia,magistrale,2,scienze giuridiche della sicurezza,NA,scienze giuridiche,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-giuridiche-della-sicurezza%20
2022/2023,01001,1578513,NORD-OVEST,LIGURIA,Genova,triennale,3,conservazione dei beni culturali,NA,beni culturali,84,382,https://corsi.unige.it/8453
2022/2023,01001,1578516,NORD-OVEST,LIGURIA,Genova,triennale,3,filosofia,NA,filosofia,100,272,https://corsi.unige.it/8455
2022/2023,01001,1577042,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria civile e ambientale,NA,ingegneria civile e ambientale,66,313,https://corsi.unige.it/8715
2022/2023,01001,1578519,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria biomedica,NA,ingegneria dell'informazione,157,504,https://corsi.unige.it/8713
2022/2023,01001,1578517,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria elettronica e tecnologie dell'informazione,NA,ingegneria dell'informazione,63,214,https://corsi.unige.it/9273
2022/2023,01001,1578518,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,120,414,https://corsi.unige.it/8719
2022/2023,01001,1578520,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria chimica e di processo,NA,ingegneria industriale,39,104,https://corsi.unige.it/10375
2022/2023,01001,1578523,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria elettrica,NA,ingegneria industriale,55,170,https://corsi.unige.it/8716
2022/2023,01001,1578522,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria meccanica,NA,ingegneria industriale,203,822,https://corsi.unige.it/8720
2022/2023,01001,1578525,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria navale,NA,ingegneria industriale,92,335,https://corsi.unige.it/8722
2022/2023,01001,1577043,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria dell'energia,NA,ingegneria industriale,NA,NA,https://corsi.unige.it/11438
2022/2023,01001,1578521,NORD-OVEST,LIGURIA,Genova,triennale,3,ingegneria gestionale,NA,ingegneria industriale,NA,NA,https://corsi.unige.it/10716
2022/2023,01001,1578526,NORD-OVEST,LIGURIA,Genova,triennale,3,lettere,NA,lettere,142,508,https://corsi.unige.it/8457
2022/2023,01001,1578527,NORD-OVEST,LIGURIA,Genova,triennale,3,lingue e culture moderne,NA,lingue e culture moderne,474,1534,https://corsi.unige.it/8740
2022/2023,01001,1578530,NORD-OVEST,LIGURIA,Genova,triennale,3,diritto ed economia delle imprese,NA,scienze dei servizi giuridici,NA,NA,https://corsi.unige.it/11122
2022/2023,01001,1578531,NORD-OVEST,LIGURIA,Genova,triennale,3,servizi legali all'impresa e alla pubblica amministrazione,NA,scienze dei servizi giuridici,NA,NA,https://corsi.unige.it/10842
2022/2023,01001,1578532,NORD-OVEST,LIGURIA,Genova,triennale,3,"scienze del turismo: impresa, cultura e territorio",NA,scienze del turismo,52,198,https://corsi.unige.it/9912
2022/2023,01001,1578533,NORD-OVEST,LIGURIA,Genova,triennale,3,scienze dell'amministrazione e della politica,NA,scienze dell'amministrazione e dell'organizzazione,NA,NA,https://corsi.unige.it/11161
2022/2023,01001,1578535,NORD-OVEST,LIGURIA,Genova,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,425,1530,http://corsi.unige.it/8697
2022/2023,01001,1578536,NORD-OVEST,LIGURIA,Genova,triennale,3,"economia delle aziende marittime, della logistica e dei trasporti",NA,scienze dell'economia e della gestione aziendale,257,800,http://corsi.unige.it/8698
2022/2023,01001,1578565,NORD-OVEST,LIGURIA,Genova,triennale,3,chimica e tecnologie chimiche,NA,scienze e tecnologie chimiche,104,305,https://corsi.unige.it/8757
2022/2023,01001,1578568,NORD-OVEST,LIGURIA,Genova,triennale,3,fisica,NA,scienze e tecnologie fisiche,78,240,https://corsi.unige.it/8758
2022/2023,01001,1578567,NORD-OVEST,LIGURIA,Genova,triennale,3,scienza dei materiali,NA,scienze e tecnologie fisiche,21,59,https://corsi.unige.it/8765
2022/2023,01001,1578569,NORD-OVEST,LIGURIA,Genova,triennale,3,informatica,NA,scienze e tecnologie informatiche,205,587,https://corsi.unige.it/8759
2022/2023,01001,1578570,NORD-OVEST,LIGURIA,Genova,triennale,3,scienze ambientali e naturali,NA,scienze e tecnologie per l'ambiente e la natura,126,337,https://corsi.unige.it/9916
2022/2023,01001,1583357,NORD-OVEST,LIGURIA,Genova,triennale,3,economia e commercio,NA,scienze economiche,207,550,http://corsi.unige.it/8699
2022/2023,01001,1583358,NORD-OVEST,LIGURIA,Genova,triennale,3,scienze geologiche,NA,scienze geologiche,25,84,https://corsi.unige.it/8763
2022/2023,01001,1578572,NORD-OVEST,LIGURIA,Genova,triennale,3,matematica,NA,scienze matematiche,65,206,http://corsi.unige.it/8760
2022/2023,01001,1578571,NORD-OVEST,LIGURIA,Genova,triennale,3,statistica matematica e trattamento informatico dei dati (smid),NA,scienze matematiche,NA,NA,https://corsi.unige.it/8766
2022/2023,01001,1578573,NORD-OVEST,LIGURIA,Genova,triennale,3,scienze internazionali e diplomatiche,NA,scienze politiche e delle relazioni internazionali,207,629,https://corsi.unige.it/8768
2022/2023,01001,1578574,NORD-OVEST,LIGURIA,Genova,triennale,3,servizio sociale,NA,servizio sociale,198,663,https://corsi.unige.it/8710
2022/2023,01001,1578575,NORD-OVEST,LIGURIA,Genova,triennale,3,storia,NA,storia,84,244,https://corsi.unige.it/8459
2022/2023,01001,1583760,NORD-OVEST,LIGURIA,Genova,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,261,1543,https://corsi.unige.it/7995
2022/2023,01001,1578592,NORD-OVEST,LIGURIA,Genova,magistrale,2,archeologie: professione e saperi (archeopes),NA,archeologia,NA,NA,https://corsi.unige.it/11265
2022/2023,01001,1578593,NORD-OVEST,LIGURIA,Genova,magistrale,2,progettazione delle aree verdi e del paesaggio,NA,architettura del paesaggio,58,151,https://corsi.unige.it/9006
2022/2023,01001,1578595,NORD-OVEST,LIGURIA,Genova,magistrale,2,architettura,NA,architettura e ingegneria edile-architettura,53,123,https://corsi.unige.it/9915
2022/2023,01001,1578594,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria edile-architettura,NA,architettura e ingegneria edile-architettura,11,42,http://corsi.unige.it/9914
2022/2023,01001,1578597,NORD-OVEST,LIGURIA,Genova,magistrale,2,biologia applicata e sperimentale,NA,biologia,NA,NA,https://corsi.unige.it/11158
2022/2023,01001,1578598,NORD-OVEST,LIGURIA,Genova,magistrale,2,biologia ed ecologia marina,NA,biologia,27,66,https://corsi.unige.it/10723
2022/2023,01001,1578599,NORD-OVEST,LIGURIA,Genova,magistrale,2,medical-pharmaceutical biotechnology,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://courses.unige.it/10598
2022/2023,01001,1578600,NORD-OVEST,LIGURIA,Genova,magistrale,2,metodologie per la conservazione e il restauro dei beni culturali,NA,scienze per la conservazione dei beni culturali,NA,NA,https://corsi.unige.it/9009
2022/2023,01001,1578540,NORD-OVEST,LIGURIA,Genova,magistrale,2,design prodotto evento,NA,design,NA,NA,https://corsi.unige.it/11440
2022/2023,01001,1578603,NORD-OVEST,LIGURIA,Genova,magistrale,2,letterature moderne e spettacolo,NA,filologia moderna,74,159,https://corsi.unige.it/9918
2022/2023,01001,1578604,NORD-OVEST,LIGURIA,Genova,magistrale,2,filologia e scienze dell'antichità,NA,"filologia, letterature e storia dell'antichità",NA,NA,https://corsi.unige.it/11268
2022/2023,01001,1578605,NORD-OVEST,LIGURIA,Genova,magistrale,2,fisica,NA,fisica,32,74,https://corsi.unige.it/9012
2022/2023,01001,1578606,NORD-OVEST,LIGURIA,Genova,magistrale,2,computer science,NA,informatica,77,113,https://courses.unige.it/10852
2022/2023,01001,1578607,NORD-OVEST,LIGURIA,Genova,magistrale,2,informazione ed editoria,NA,informazione e sistemi editoriali,41,99,https://corsi.unige.it/8769
2022/2023,01001,1578608,NORD-OVEST,LIGURIA,Genova,magistrale,2,bioengineering,NA,ingegneria biomedica,NA,NA,https://corsi.unige.it/11159
2022/2023,01001,1578542,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria chimica e di processo,NA,ingegneria chimica,18,46,https://corsi.unige.it/10376
2022/2023,01001,1578609,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria civile,NA,ingegneria civile,NA,NA,https://corsi.unige.it/10799
2022/2023,01001,1578610,NORD-OVEST,LIGURIA,Genova,magistrale,2,engineering for building retrofitting,NA,ingegneria dei sistemi edilizi,NA,NA,https://courses.unige.it/10719
2022/2023,01001,1578612,NORD-OVEST,LIGURIA,Genova,magistrale,2,engineering for natural risk management,NA,ingegneria della sicurezza,NA,NA,https://courses.unige.it/10553
2022/2023,01001,1578611,NORD-OVEST,LIGURIA,Genova,magistrale,2,"safety engineering for transport, logistics, and production",NA,ingegneria della sicurezza,NA,0,https://corsi.unige.it/en/corsi/10377
2022/2023,01001,1578613,NORD-OVEST,LIGURIA,Genova,magistrale,2,internet and multimedia engineering,NA,ingegneria delle telecomunicazioni,NA,NA,https://courses.unige.it/10378
2022/2023,01001,1578614,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria elettrica,NA,ingegneria elettrica,19,0,https://corsi.unige.it/8731
2022/2023,01001,1578615,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria elettronica,NA,ingegneria elettronica,23,55,https://corsi.unige.it/8732
2022/2023,01001,1578616,NORD-OVEST,LIGURIA,Genova,magistrale,2,energy engineering,NA,ingegneria energetica e nucleare,NA,NA,https://corsi.unige.it/en/corsi/10170
2022/2023,01001,1578617,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,34,80,https://corsi.unige.it/8734
2022/2023,01001,1578619,NORD-OVEST,LIGURIA,Genova,magistrale,2,computer engineering,NA,ingegneria informatica,NA,NA,https://corsi.unige.it/11160
2022/2023,01001,1578618,NORD-OVEST,LIGURIA,Genova,magistrale,2,robotics engineering,NA,ingegneria informatica,NA,48,https://corsi.unige.it/en/corsi/10635
2022/2023,01001,1578620,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria meccanica - energia e aeronautica,NA,ingegneria meccanica,53,122,https://corsi.unige.it/9270
2022/2023,01001,1578621,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria meccanica - progettazione e produzione,NA,ingegneria meccanica,53,143,https://corsi.unige.it/9269
2022/2023,01001,1578544,NORD-OVEST,LIGURIA,Genova,magistrale,2,ingegneria navale,NA,ingegneria navale,24,89,https://corsi.unige.it/8738
2022/2023,01001,1578543,NORD-OVEST,LIGURIA,Genova,magistrale,2,yacht design,NA,ingegneria navale,33,94,https://courses.unige.it/9268
2022/2023,01001,1578622,NORD-OVEST,LIGURIA,Genova,magistrale,2,environmental engineering,NA,ingegneria per l'ambiente e il territorio,NA,NA,https://courses.unige.it/10720
2022/2023,01001,1578623,NORD-OVEST,LIGURIA,Genova,magistrale,2,lingue e letterature moderne per i servizi culturali,NA,lingue e letterature moderne europee e americane,27,72,https://corsi.unige.it/9265
2022/2023,01001,1578624,NORD-OVEST,LIGURIA,Genova,magistrale,2,matematica,NA,matematica,17,60,http://corsi.unige.it/9011
2022/2023,01001,1578627,NORD-OVEST,LIGURIA,Genova,magistrale,2,psicologia,NA,psicologia,105,258,https://corsi.unige.it/8753%20%20%20%20%20%20
2022/2023,01001,1578628,NORD-OVEST,LIGURIA,Genova,magistrale,2,relazioni internazionali,NA,relazioni internazionali,NA,NA,https://corsi.unige.it/11162
2022/2023,01001,1578545,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienze chimiche,NA,scienze chimiche,30,78,https://corsi.unige.it/9018
2022/2023,01001,1578629,NORD-OVEST,LIGURIA,Genova,magistrale,2,economics & data science,NA,scienze dell'economia,NA,NA,http://corsi.unige.it/11267
2022/2023,01001,1578630,NORD-OVEST,LIGURIA,Genova,magistrale,2,conservazione e gestione della natura,NA,scienze della natura,NA,NA,https://corsi.unige.it/10589
2022/2023,01001,1578631,NORD-OVEST,LIGURIA,Genova,magistrale,2,amministrazione e politiche pubbliche,NA,scienze delle pubbliche amministrazioni,51,113,https://corsi.unige.it/8772
2022/2023,01001,1578632,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienze e tecniche dell'attività motoria preventiva e adattata,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,https://corsi.unige.it/8747
2022/2023,01001,1578633,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienze e tecniche dello sport,NA,scienze e tecniche dello sport,30,57,https://corsi.unige.it/8749
2022/2023,01001,1578634,NORD-OVEST,LIGURIA,Genova,magistrale,2,chimica industriale,NA,scienze e tecnologie della chimica industriale,7,19,https://corsi.unige.it/9020%20
2022/2023,01001,1578635,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienze geologiche,NA,scienze e tecnologie geologiche,11,32,https://corsi.unige.it/9022
2022/2023,01001,1578548,NORD-OVEST,LIGURIA,Genova,magistrale,2,"amministrazione, finanza e controllo",NA,scienze economico-aziendali,90,246,http://corsi.unige.it/8706
2022/2023,01001,1578547,NORD-OVEST,LIGURIA,Genova,magistrale,2,economia e management marittimo e portuale,NA,scienze economico-aziendali,71,149,https://corsi.unige.it/8708
2022/2023,01001,1578546,NORD-OVEST,LIGURIA,Genova,magistrale,2,management,NA,scienze economico-aziendali,82,165,http://corsi.unige.it/8707
2022/2023,01001,1579742,NORD-OVEST,LIGURIA,Genova,magistrale,2,management for energy and environmental transition (meet),NA,scienze economico-aziendali,NA,NA,https://economia.unige.it/
2022/2023,01001,1578549,NORD-OVEST,LIGURIA,Genova,magistrale,2,metodologie filosofiche,NA,scienze filosofiche,50,125,https://corsi.unige.it/8465
2022/2023,01001,1578550,NORD-OVEST,LIGURIA,Genova,magistrale,2,valorizzazione dei territori e turismi sostenibili,NA,scienze geografiche,NA,NA,https://corsi.unige.it/10715
2022/2023,01001,1578551,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienze storiche,NA,scienze storiche,41,103,https://corsi.unige.it/9917
2022/2023,01001,1578552,NORD-OVEST,LIGURIA,Genova,magistrale,2,"pedagogia, progettazione e ricerca educativa",NA,scienze pedagogiche,108,266,https://corsi.unige.it/9922
2022/2023,01001,1578553,NORD-OVEST,LIGURIA,Genova,magistrale,2,servizio sociale e politiche sociali,NA,servizio sociale e politiche sociali,19,0,https://corsi.unige.it/8711
2022/2023,01001,1578554,NORD-OVEST,LIGURIA,Genova,magistrale,2,storia dell'arte e valorizzazione del patrimonio artistico,NA,storia dell'arte,27,80,https://corsi.unige.it/8467
2022/2023,01001,1578555,NORD-OVEST,LIGURIA,Genova,magistrale,2,digital humanities - comunicazione e nuovi media,NA,teorie della comunicazione,46,81,https://corsi.unige.it/9913
2022/2023,01001,1578556,NORD-OVEST,LIGURIA,Genova,magistrale,2,traduzione e interpretariato,NA,traduzione specialistica e interpretariato,32,84,https://corsi.unige.it/8743
2022/2023,01001,1578560,NORD-OVEST,LIGURIA,Genova,magistrale,2,engineering technology for strategy (and security),NA,scienze della difesa e della sicurezza,NA,NA,https://corsi.unige.it/en/corsi/10728
2022/2023,01001,1579743,NORD-OVEST,LIGURIA,Genova,magistrale,2,scienza e tecnologia dei materiali,NA,scienze dei materiali,NA,NA,https://corsi.unige.it/11430
2022/2023,01202,1577405,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,ingegneria per la sicurezza del lavoro e dell'ambiente,NA,ingegneria civile e ambientale,138,415,http://www.uninsubria.it/triennale-isla
2022/2023,01202,1577408,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,scienze del turismo,NA,scienze del turismo,146,422,https://www.uninsubria.it/offertaformativa/scienze-del-turismo
2022/2023,01202,1577409,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,scienze della comunicazione,NA,scienze della comunicazione,430,1179,http://www.uninsubria.it/triennale-scom
2022/2023,01202,1577412,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,fisica,NA,scienze e tecnologie fisiche,44,121,http://www.uninsubria.it/triennale-fisica
2022/2023,01202,1577413,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,informatica,NA,scienze e tecnologie informatiche,287,722,http://www.uninsubria.it/triennale-informatica
2022/2023,01202,1577414,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,scienze dell'ambiente e della natura,NA,scienze e tecnologie per l'ambiente e la natura,122,315,http://www.uninsubria.it/triennale-san
2022/2023,01202,1577415,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,matematica,NA,scienze matematiche,51,113,http://www.uninsubria.it/triennale-matematica
2022/2023,01202,1577416,NORD-OVEST,LOMBARDIA,Insubria,triennale,3,storia e storie del mondo contemporaneo,NA,storia,NA,NA,https://www.uninsubria.it/triennale-storia
2022/2023,01202,1577424,NORD-OVEST,LOMBARDIA,Insubria,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,204,872,https://www.uninsubria.it/offertaformativa/giurisprudenza-sede-di-como
2022/2023,01202,1577425,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,biomedical sciences,NA,biologia,28,28,http://www.uninsubria.it/magistrale-bms
2022/2023,01202,1577425,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,biomedical sciences,NA,biologia,28,0,http://www.uninsubria.it/magistrale-bms
2022/2023,01202,1577426,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,biotechnology for the bio-based and health industry,NA,biotecnologie industriali,NA,NA,http://www.uninsubria.it/magistrale-bbhi
2022/2023,01202,1577427,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,fisica,NA,fisica,NA,NA,http://www.uninsubria.it/magistrale-fisica
2022/2023,01202,1577428,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,informatica,NA,informatica,21,0,https://www.uninsubria.it/magistrale-informatica
2022/2023,01202,1577429,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,ingegneria ambientale e per la sostenibilità degli ambienti di lavoro,NA,ingegneria per l'ambiente e il territorio,NA,NA,https://www.uninsubria.it/magistrale-iasal
2022/2023,01202,1577430,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,lingue moderne per la comunicazione e la cooperazione internazionale,NA,lingue moderne per la comunicazione e la cooperazione internazionale,45,87,http://www.uninsubria.it/magistrale-lingue
2022/2023,01202,1577431,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,matematica,NA,matematica,NA,NA,http://www.uninsubria.it/magistrale-matematica
2022/2023,01202,1579740,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,hospitality for sustainable tourism development,NA,progettazione e gestione dei sistemi turistici,NA,NA,http://www.uninsubria.it/magistrale-hospitality
2022/2023,01202,1577434,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,chimica,NA,scienze chimiche,35,61,http://www.uninsubria.it/magistrale-chimica%20
2022/2023,01202,1577436,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,scienze ambientali,NA,scienze e tecnologie per l'ambiente e il territorio,30,48,http://www.uninsubria.it/magistrale-ambiente
2022/2023,01202,1577437,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,"global entrepreneurship economics and management /imprenditorialità, economia e management internazionale (geem)",NA,scienze economico-aziendali,NA,NA,http://www.uninsubria.it/magistrale-geem
2022/2023,01202,1577438,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,"economia, diritto e finanza d'impresa",NA,scienze economico-aziendali,56,102,http://www.uninsubria.it/magistrale-edifi
2022/2023,01202,1577438,NORD-OVEST,LOMBARDIA,Insubria,magistrale,2,"economia, diritto e finanza d'impresa",NA,scienze economico-aziendali,56,31,http://www.uninsubria.it/magistrale-edifi
